timestamp,latitude,longitude,weather_condition,road_type,traffic_density,vehicle_type,accident_severity
2023-06-05 15:36:00,40.7484177332571,-73.95027500968064,Snow,Highway,High,Car,1
2023-06-05 16:27:00,40.736365399248236,-73.9453594292952,Rain,City Street,Low,Car,2
2023-06-05 20:07:00,40.713978362377595,-73.87155429410096,Clear,City Street,High,Car,2
2023-06-05 23:25:00,40.83689502037569,-74.01372847533241,Rain,Intersection,Medium,Motorcycle,1
2023-06-05 23:25:00,40.71111573458959,-73.91255794268002,Snow,City Street,Congested,Car,2
2023-06-06 01:33:00,40.711216033852736,-73.80794784492792,Fog,Rural Road,Low,Car,0
2023-06-06 03:17:00,40.70647507545488,-73.96881696926567,Snow,City Street,Medium,Car,0
2023-06-06 05:04:00,40.83325402738417,-73.8099443303266,Rain,Highway,High,Car,0
2023-06-06 05:58:00,40.83905578027348,-73.99600687600784,Clear,Intersection,Congested,Car,0
2023-06-06 05:58:00,40.777226489965436,-73.85357935694537,Snow,City Street,Medium,Car,2
2023-06-06 14:27:00,40.75019729710464,-73.99530296759575,Clear,City Street,Low,Car,0
2023-06-06 14:44:00,40.731878053149785,-73.84602561723449,Clear,City Street,High,Motorcycle,0
2023-06-07 02:58:00,40.85117467186749,-73.87631732145005,Clear,City Street,Medium,Car,0
2023-06-07 04:54:00,40.767692750248365,-73.86685692944323,Clear,Intersection,Low,Truck,0
2023-06-07 06:30:00,40.75697122619216,-73.95451829082516,Clear,City Street,High,Motorcycle,1
2023-06-07 11:34:00,40.74454966487584,-73.94190413450207,Rain,Highway,Low,Truck,1
2023-06-07 12:42:00,40.80534957048601,-73.98705294139661,Fog,Rural Road,Low,Car,0
2023-06-07 12:46:00,40.899369777571884,-73.83577384858299,Rain,Highway,Medium,Truck,0
2023-06-07 13:05:00,40.871017732781205,-73.88781173827753,Snow,Highway,Congested,Car,2
2023-06-07 13:52:00,40.89890514967661,-73.90402261215483,Rain,Rural Road,High,Bus,0
2023-06-07 16:31:00,40.809047834945524,-73.82898095984898,Clear,Intersection,High,Motorcycle,1
2023-06-07 17:18:00,40.76445949468058,-73.94158983515885,Fog,Rural Road,High,Car,1
2023-06-07 19:36:00,40.89729741358594,-73.96828702185915,Clear,Highway,Congested,Car,0
2023-06-07 20:12:00,40.789859164179255,-73.97979167052216,Clear,City Street,Medium,Car,0
2023-06-07 22:15:00,40.85387915536816,-73.91241487473611,Rain,City Street,Low,Car,0
2023-06-08 02:56:00,40.74349241671828,-73.99396903365286,Clear,City Street,Low,Car,0
2023-06-08 06:00:00,40.81128382622243,-74.05927674466444,Fog,Intersection,Medium,Car,1
2023-06-08 10:47:00,40.70643249499541,-73.91739829632006,Fog,Highway,Congested,Car,2
2023-06-08 12:30:00,40.842321545521,-73.84442077526283,Rain,City Street,High,Truck,0
2023-06-08 13:01:00,40.75042845213293,-73.83253498517614,Clear,Intersection,Congested,Truck,0
2023-06-08 14:35:00,40.88205435425079,-73.9364479478302,Clear,City Street,Low,Bus,0
2023-06-08 15:30:00,40.74045758837451,-74.0699056528291,Clear,City Street,Congested,Car,0
2023-06-08 17:43:00,40.86531115935722,-73.8801090996835,Clear,Highway,Congested,Car,1
2023-06-08 18:48:00,40.81156053624183,-74.01343011623399,Clear,Intersection,High,Car,0
2023-06-08 23:34:00,40.702314439751056,-73.89194582292751,Snow,City Street,High,Car,1
2023-06-09 05:21:00,40.73974733277403,-74.02884466153581,Clear,Intersection,Medium,Bus,1
2023-06-09 06:48:00,40.734989202738205,-73.85317679068815,Rain,Highway,Low,Car,2
2023-06-09 06:58:00,40.702138398022704,-73.99567049372561,Clear,Highway,Low,Car,0
2023-06-09 10:09:00,40.810148656178214,-74.01690312738383,Clear,Highway,Medium,Truck,0
2023-06-09 10:52:00,40.81121048485599,-74.0791539525742,Clear,Intersection,High,Motorcycle,0
2023-06-09 15:00:00,40.767382767318296,-73.83015003490235,Rain,Highway,Low,Motorcycle,1
2023-06-09 17:13:00,40.782251037582064,-73.81906308289346,Clear,Rural Road,Medium,Car,0
2023-06-09 17:52:00,40.838306845015396,-73.93682113124129,Clear,Intersection,Medium,Car,0
2023-06-09 19:23:00,40.78253398880071,-74.08541175850941,Clear,Intersection,Medium,Truck,1
2023-06-09 20:07:00,40.8746946342112,-74.09335027323282,Rain,Intersection,Medium,Motorcycle,2
2023-06-09 23:10:00,40.76690419482866,-74.0391477617758,Rain,Highway,Low,Car,2
2023-06-09 23:40:00,40.73132947567273,-74.06082409273161,Clear,Intersection,Medium,Car,0
2023-06-10 00:07:00,40.823737469942394,-73.87453610776856,Clear,Intersection,Medium,Car,2
2023-06-10 02:17:00,40.75511133402425,-73.94611177552223,Clear,Highway,Congested,Car,0
2023-06-10 02:59:00,40.84680087011992,-73.9039701937492,Clear,Intersection,Congested,Truck,1
2023-06-10 03:32:00,40.75809579184465,-73.80692174572985,Snow,City Street,Medium,Truck,0
2023-06-10 04:05:00,40.784214279638725,-73.94757788090453,Clear,Intersection,Low,Truck,0
2023-06-10 08:24:00,40.71079985843621,-73.87849361918751,Rain,City Street,Medium,Car,0
2023-06-10 12:19:00,40.705796118049996,-74.05892957829077,Clear,Rural Road,Medium,Car,1
2023-06-10 13:55:00,40.72376782687879,-73.85602405279649,Clear,Highway,High,Car,0
2023-06-10 16:05:00,40.78909173767419,-73.98232554560192,Snow,Intersection,Low,Car,2
2023-06-10 16:28:00,40.86740442612967,-73.81242784706119,Clear,Intersection,Low,Car,1
2023-06-10 17:52:00,40.76200808374629,-73.87854942429101,Clear,Rural Road,High,Truck,0
2023-06-10 22:18:00,40.710448732739195,-73.82893824439186,Fog,Highway,High,Car,1
2023-06-10 22:20:00,40.850018482570725,-73.99603767907094,Clear,Intersection,High,Bus,1
2023-06-10 23:51:00,40.87183780774431,-73.94336683588288,Clear,Highway,Congested,Bus,0
2023-06-11 00:22:00,40.85733338977499,-73.93906462318732,Rain,City Street,Medium,Car,0
2023-06-11 01:11:00,40.877317320212065,-73.91396714039514,Snow,Rural Road,Medium,Car,2
2023-06-11 02:48:00,40.878821463560946,-74.03197252591667,Rain,City Street,Congested,Car,1
2023-06-11 03:23:00,40.83711537236308,-73.8243732969395,Rain,City Street,High,Car,1
2023-06-11 04:19:00,40.84415044365553,-73.8748049224492,Clear,Intersection,Medium,Truck,1
2023-06-11 04:29:00,40.758767391124394,-73.93770104357557,Clear,City Street,Medium,Truck,0
2023-06-11 08:59:00,40.72806455499272,-73.84815853730306,Clear,Intersection,Medium,Car,1
2023-06-11 09:59:00,40.7194329363932,-74.01048272343903,Snow,Rural Road,High,Car,0
2023-06-11 10:21:00,40.85866256927998,-73.95492681265557,Rain,Highway,Medium,Car,0
2023-06-11 10:53:00,40.716041541562745,-73.82545764030573,Clear,Highway,Low,Car,0
2023-06-11 11:21:00,40.71087323568804,-74.04890858851695,Rain,Intersection,High,Motorcycle,1
2023-06-11 22:03:00,40.830238461630174,-73.93219524244552,Rain,Intersection,High,Motorcycle,1
2023-06-11 22:30:00,40.76952701739524,-73.81391898967476,Clear,Intersection,Congested,Car,2
2023-06-11 22:40:00,40.74492775528582,-73.90393735598803,Snow,Rural Road,Congested,Truck,2
2023-06-11 23:05:00,40.84077053702657,-73.86283389613303,Clear,Intersection,High,Car,0
2023-06-12 01:10:00,40.77235993597261,-73.97802972752979,Clear,Intersection,Low,Car,0
2023-06-12 01:26:00,40.76928656979418,-73.92465977458248,Clear,Highway,Low,Car,1
2023-06-12 01:27:00,40.73737444288069,-74.08058874094804,Clear,Highway,Low,Car,1
2023-06-12 01:37:00,40.810711758767454,-74.04224350771871,Clear,Intersection,Medium,Car,0
2023-06-12 02:46:00,40.75078258493401,-73.92465253732433,Clear,City Street,High,Car,1
2023-06-12 04:26:00,40.73464367623738,-73.92692672763049,Snow,Intersection,Medium,Car,0
2023-06-12 11:53:00,40.728571685773304,-73.96680029377598,Clear,Highway,Medium,Motorcycle,1
2023-06-12 12:12:00,40.814024097023015,-74.0006104978618,Fog,City Street,Low,Car,0
2023-06-12 13:13:00,40.8897871750003,-73.82265169244091,Clear,Intersection,Congested,Motorcycle,1
2023-06-12 14:04:00,40.87335771963005,-73.87726341969154,Clear,Highway,High,Motorcycle,2
2023-06-12 14:55:00,40.78287392158131,-73.80204867504179,Clear,Intersection,Medium,Car,0
2023-06-12 15:05:00,40.702105209261944,-74.04710074386958,Clear,City Street,High,Car,0
2023-06-12 15:40:00,40.841273754370064,-74.09382856059369,Clear,Intersection,Medium,Car,1
2023-06-12 16:45:00,40.822298266876466,-73.82757767924112,Clear,City Street,Medium,Car,0
2023-06-12 19:33:00,40.81582285397512,-73.98986572303991,Rain,Intersection,High,Car,2
2023-06-12 22:09:00,40.71148469588045,-74.0162939467744,Clear,City Street,Congested,Car,1
2023-06-13 02:01:00,40.70875316943967,-73.91030320621672,Fog,Rural Road,Medium,Car,1
2023-06-13 02:57:00,40.846093340228876,-73.92926084918626,Fog,Highway,Low,Car,1
2023-06-13 03:35:00,40.75010269463278,-73.95575616321096,Snow,Intersection,Low,Car,1
2023-06-13 05:51:00,40.73785657299365,-74.059573226578,Clear,City Street,Congested,Car,2
2023-06-13 08:27:00,40.781053914046545,-74.01959011021442,Rain,City Street,Medium,Bus,0
2023-06-13 09:32:00,40.784495750112285,-74.03605886870805,Rain,Intersection,High,Motorcycle,1
2023-06-13 09:36:00,40.834378403127275,-73.98911836764141,Rain,City Street,Medium,Car,0
2023-06-13 12:05:00,40.76733476685074,-73.9433312115689,Rain,Intersection,Medium,Car,1
2023-06-13 12:22:00,40.87359288933643,-73.96054154186112,Fog,Intersection,Low,Truck,1
2023-06-13 12:51:00,40.84107126727108,-74.07946612352129,Clear,City Street,High,Car,0
2023-06-13 12:55:00,40.72431015214618,-73.97657082708386,Clear,Intersection,High,Car,2
2023-06-13 13:00:00,40.81382139607256,-73.98794387452789,Clear,Rural Road,Congested,Motorcycle,1
2023-06-13 19:17:00,40.80769933014901,-73.87063301024068,Fog,Intersection,Low,Car,0
2023-06-13 20:36:00,40.75848058014534,-74.01126842958521,Clear,Highway,Medium,Car,0
2023-06-13 21:18:00,40.75048623882041,-73.83889235061329,Clear,City Street,Low,Truck,1
2023-06-13 21:20:00,40.703122124451546,-73.80417843889835,Clear,Intersection,Low,Car,0
2023-06-14 04:18:00,40.75579323888404,-73.83939608467665,Clear,City Street,Congested,Car,0
2023-06-14 05:23:00,40.78672120668191,-73.9614680087066,Clear,City Street,Medium,Truck,0
2023-06-14 07:08:00,40.774574066136175,-73.94817496030628,Clear,City Street,Congested,Motorcycle,0
2023-06-14 10:19:00,40.77067389190835,-74.08107931342076,Rain,Intersection,Low,Motorcycle,1
2023-06-14 10:21:00,40.83843594670875,-73.97426513481935,Snow,Intersection,High,Motorcycle,0
2023-06-14 12:09:00,40.73655770667298,-74.02276530364722,Clear,Intersection,Medium,Car,1
2023-06-14 14:28:00,40.88319009410247,-73.96950322832618,Fog,City Street,Medium,Motorcycle,1
2023-06-14 15:24:00,40.70826162838429,-74.04916002444163,Clear,City Street,Low,Car,0
2023-06-14 16:25:00,40.77314317143581,-73.84208191998064,Clear,City Street,Medium,Car,0
2023-06-14 16:48:00,40.79034835070309,-73.80054064593416,Clear,City Street,Medium,Bus,0
2023-06-14 21:20:00,40.813565622234464,-73.83349458688573,Clear,Highway,High,Car,0
2023-06-14 22:26:00,40.89077901277955,-73.84914207067425,Rain,Intersection,High,Car,2
2023-06-15 01:21:00,40.72567212257904,-74.05539363158938,Fog,Intersection,Congested,Truck,2
2023-06-15 02:44:00,40.89950964433625,-73.95871294428268,Clear,City Street,Congested,Car,1
2023-06-15 05:52:00,40.845982262758476,-73.92721854977646,Rain,City Street,High,Truck,0
2023-06-15 09:23:00,40.77817516980717,-73.8425464841068,Rain,Rural Road,Medium,Car,0
2023-06-15 10:18:00,40.743197055145906,-73.96920922019989,Rain,Rural Road,Medium,Car,1
2023-06-15 10:25:00,40.81827455400028,-74.04688269096522,Rain,Highway,High,Motorcycle,1
2023-06-15 10:52:00,40.74290804424066,-73.95427166383526,Rain,Highway,Low,Car,0
2023-06-15 12:10:00,40.724442316717074,-73.97575945705812,Rain,Intersection,Low,Car,2
2023-06-15 12:45:00,40.810380243699036,-73.81131939549691,Clear,Highway,Medium,Car,0
2023-06-15 13:10:00,40.889001156601736,-74.06612689834233,Fog,Intersection,Medium,Motorcycle,0
2023-06-15 13:50:00,40.87133060316126,-74.02921446324164,Clear,Intersection,Medium,Car,0
2023-06-15 13:52:00,40.89401290740403,-73.90727280792801,Rain,Highway,Low,Car,2
2023-06-15 16:09:00,40.82925050353144,-73.82816772004144,Clear,Highway,Medium,Car,1
2023-06-15 16:47:00,40.77105344361147,-73.82833750165474,Clear,Intersection,Medium,Motorcycle,0
2023-06-15 18:03:00,40.86032113532261,-73.85653239278128,Fog,City Street,High,Car,0
2023-06-15 18:39:00,40.84459410488859,-73.82178379299553,Clear,City Street,Medium,Car,0
2023-06-15 20:08:00,40.86262355839379,-73.88002178222901,Clear,Highway,Low,Bus,0
2023-06-15 20:46:00,40.783568412335946,-74.06987113301072,Clear,City Street,Low,Car,0
2023-06-15 21:25:00,40.709209032008985,-74.06503549096993,Fog,Intersection,Medium,Car,0
2023-06-15 21:42:00,40.87155179156142,-73.96413852462446,Clear,Intersection,High,Motorcycle,1
2023-06-15 21:52:00,40.80764007828196,-73.92147631934884,Clear,City Street,Medium,Motorcycle,0
2023-06-15 22:03:00,40.83855630128567,-74.02623372405799,Rain,Rural Road,Low,Motorcycle,1
2023-06-16 00:06:00,40.77832639119077,-74.03407592501156,Fog,Highway,Low,Motorcycle,1
2023-06-16 01:55:00,40.7569742413671,-73.81117892658082,Clear,Intersection,Medium,Car,1
2023-06-16 03:50:00,40.87702386418153,-73.9976633061857,Clear,Highway,High,Car,1
2023-06-16 06:41:00,40.874741835078495,-73.95420910576085,Clear,Highway,Congested,Car,0
2023-06-16 08:05:00,40.7951154819437,-74.02056790061181,Fog,City Street,Medium,Car,0
2023-06-16 11:19:00,40.864444799939356,-74.09069069023651,Rain,Highway,Medium,Car,2
2023-06-16 12:31:00,40.78559723444252,-73.98002741101186,Clear,Intersection,High,Car,0
2023-06-16 16:28:00,40.815661525894114,-73.90065691112808,Clear,Highway,High,Car,0
2023-06-16 16:33:00,40.87316845774991,-73.82982242981151,Rain,Intersection,Low,Car,0
2023-06-16 16:47:00,40.88719462164189,-74.02413980990156,Rain,City Street,Medium,Motorcycle,1
2023-06-16 19:23:00,40.74304654642115,-73.99004483893361,Clear,Intersection,Low,Car,0
2023-06-17 00:19:00,40.87705982225424,-73.84333515286934,Rain,Highway,Medium,Truck,1
2023-06-17 00:58:00,40.781598872449635,-74.05106366523987,Clear,Rural Road,Medium,Car,0
2023-06-17 01:11:00,40.83738767113334,-74.05389715544952,Snow,Highway,Congested,Car,1
2023-06-17 01:19:00,40.7343713739501,-73.83487244149845,Clear,Highway,Low,Truck,0
2023-06-17 02:54:00,40.7958961262382,-73.80583983861341,Snow,City Street,Medium,Truck,1
2023-06-17 03:49:00,40.78670902463147,-73.82195509382147,Clear,City Street,Medium,Car,0
2023-06-17 04:58:00,40.75641205017691,-73.82051900321781,Snow,Highway,High,Car,1
2023-06-17 09:46:00,40.79101793322128,-73.81524659396527,Snow,Highway,Low,Bus,2
2023-06-17 12:03:00,40.72251090147311,-73.89738362272632,Rain,Intersection,Congested,Motorcycle,1
2023-06-17 12:51:00,40.852449353003344,-73.80740964603001,Rain,City Street,High,Car,0
2023-06-17 15:50:00,40.85520443568805,-74.03012563173328,Clear,City Street,High,Car,0
2023-06-17 18:17:00,40.70646905758378,-73.8767401425418,Rain,Highway,Congested,Car,1
2023-06-17 18:41:00,40.88705403251639,-73.81545815416338,Clear,Highway,Congested,Car,0
2023-06-17 18:52:00,40.71637230118326,-73.81954955934742,Snow,Highway,High,Car,1
2023-06-17 21:44:00,40.858497484433194,-73.84943273869821,Clear,City Street,Low,Car,0
2023-06-17 22:14:00,40.74505777837251,-74.08681877803343,Clear,Intersection,Medium,Car,0
2023-06-17 23:47:00,40.72074988491507,-73.82990635767281,Clear,Intersection,Medium,Car,0
2023-06-18 00:18:00,40.71915357723993,-73.80931778684771,Snow,Intersection,Congested,Car,0
2023-06-18 02:34:00,40.8017681696261,-73.97209952836789,Fog,Rural Road,High,Truck,1
2023-06-18 03:26:00,40.86762650512107,-74.09577561434853,Clear,City Street,High,Truck,0
2023-06-18 09:09:00,40.86667826282092,-74.03980076499346,Clear,Rural Road,High,Motorcycle,2
2023-06-18 15:03:00,40.77576992238444,-73.9670879974332,Snow,Intersection,Medium,Truck,0
2023-06-18 17:21:00,40.7806461055895,-74.06935102982813,Clear,Intersection,Medium,Car,0
2023-06-18 21:46:00,40.71540639999682,-73.95951872092064,Fog,Intersection,Medium,Car,1
2023-06-18 22:06:00,40.83575633884737,-74.02466993288803,Rain,Intersection,High,Motorcycle,1
2023-06-19 06:59:00,40.814369319957265,-73.88162928506623,Fog,City Street,Medium,Car,1
2023-06-19 08:49:00,40.72617526669154,-73.93953659773075,Clear,Intersection,Low,Motorcycle,1
2023-06-19 14:28:00,40.76661465921059,-74.02945850759406,Clear,Highway,Congested,Car,1
2023-06-19 14:32:00,40.772812574359335,-73.8981053078179,Clear,Intersection,Medium,Car,0
2023-06-19 15:43:00,40.760770716173646,-73.89384789221714,Snow,City Street,High,Car,2
2023-06-19 17:25:00,40.74580028514061,-74.00700805728994,Clear,City Street,Medium,Car,0
2023-06-19 18:11:00,40.78071789415303,-73.93001959591494,Clear,City Street,High,Car,0
2023-06-19 21:04:00,40.87625063638891,-73.9651401462044,Clear,Highway,Medium,Truck,1
2023-06-19 21:20:00,40.875560959721795,-73.98387696941953,Rain,Intersection,Medium,Motorcycle,0
2023-06-19 22:44:00,40.84918442389846,-73.8771889685542,Fog,Highway,Medium,Car,1
2023-06-20 03:12:00,40.84198100915592,-74.04388962429219,Clear,City Street,Medium,Bus,0
2023-06-20 06:35:00,40.79452264172683,-73.86985406935703,Clear,Intersection,High,Motorcycle,2
2023-06-20 06:48:00,40.83389400078372,-74.06388586060045,Rain,Highway,Low,Car,0
2023-06-20 08:38:00,40.77002096085691,-73.84932759312687,Rain,Intersection,Medium,Truck,0
2023-06-20 13:15:00,40.82265465386531,-73.95893636365072,Clear,Intersection,Low,Motorcycle,1
2023-06-20 14:37:00,40.75140112869486,-73.91900582866622,Clear,City Street,High,Car,1
2023-06-20 19:02:00,40.813100146271104,-73.93081616151933,Clear,City Street,Medium,Car,0
2023-06-20 19:08:00,40.85213650270781,-73.98861427306996,Snow,Highway,High,Bus,2
2023-06-20 20:29:00,40.71757326618639,-73.94826500996398,Rain,City Street,Medium,Car,1
2023-06-20 21:46:00,40.73306488679611,-73.84932179092914,Clear,City Street,Medium,Car,0
2023-06-21 00:32:00,40.74488504449911,-74.00006503263339,Fog,Rural Road,Medium,Truck,1
2023-06-21 00:52:00,40.81349717555672,-74.01674136240449,Clear,City Street,Congested,Car,1
2023-06-21 01:12:00,40.81595596851388,-74.06570337845744,Rain,Intersection,Medium,Car,0
2023-06-21 01:37:00,40.740250072910236,-74.07637172008609,Fog,Rural Road,High,Motorcycle,0
2023-06-21 04:53:00,40.73719041960016,-74.04668975556314,Clear,Intersection,Low,Bus,0
2023-06-21 05:31:00,40.80214786590125,-73.97308235724098,Rain,Rural Road,High,Truck,0
2023-06-21 05:41:00,40.73201922753149,-73.9761849818751,Fog,City Street,Congested,Car,0
2023-06-21 06:15:00,40.7807358565173,-73.90701780185691,Snow,Intersection,Medium,Car,1
2023-06-21 07:37:00,40.79450612706218,-73.99944196944838,Rain,City Street,Medium,Motorcycle,1
2023-06-21 08:02:00,40.719107121872334,-73.89472823201922,Clear,Intersection,Low,Car,1
2023-06-21 11:46:00,40.89834284575748,-73.9647971236975,Fog,Intersection,Low,Car,0
2023-06-21 12:33:00,40.7861841128702,-73.85541867255814,Rain,City Street,Medium,Bus,0
2023-06-21 13:09:00,40.79333217634404,-74.01778918623685,Clear,Intersection,High,Motorcycle,1
2023-06-21 14:39:00,40.7397899419344,-73.98379054890913,Fog,Highway,Medium,Car,0
2023-06-21 21:17:00,40.85969890670531,-74.03847559267008,Clear,Rural Road,Medium,Car,0
2023-06-21 23:44:00,40.759509352268665,-73.93723402686702,Clear,Rural Road,Congested,Car,1
2023-06-22 01:26:00,40.72552463724755,-74.01272795780103,Clear,Rural Road,Congested,Car,1
2023-06-22 03:16:00,40.84914766300824,-73.96637967666375,Clear,Intersection,Low,Car,0
2023-06-22 03:21:00,40.70686643422857,-73.88917668836407,Clear,Highway,Medium,Car,0
2023-06-22 03:29:00,40.89842529427045,-73.88760584958507,Snow,Intersection,Medium,Car,2
2023-06-22 06:13:00,40.866505669758475,-73.95542751855905,Snow,Intersection,Medium,Truck,1
2023-06-22 10:08:00,40.87487740746056,-74.03372603916101,Fog,City Street,Congested,Car,1
2023-06-22 10:12:00,40.7336181170706,-74.05495984625098,Fog,Highway,Medium,Car,0
2023-06-22 11:04:00,40.833101881751446,-74.05466694454056,Snow,Highway,Low,Bus,2
2023-06-22 11:10:00,40.84278841596535,-74.04685648982124,Snow,Intersection,Low,Truck,1
2023-06-22 11:31:00,40.88979546882392,-73.93410102519331,Clear,Highway,Congested,Car,1
2023-06-22 12:33:00,40.86007213073132,-74.05862310307089,Rain,Rural Road,High,Car,2
2023-06-22 13:07:00,40.82680607852101,-74.07192326037827,Rain,Intersection,High,Car,0
2023-06-22 14:20:00,40.828485314601714,-73.81437680101637,Fog,Intersection,Medium,Truck,1
2023-06-22 15:54:00,40.703559599344196,-74.0196377051776,Rain,Highway,Low,Car,1
2023-06-22 16:25:00,40.73597926374697,-74.0406080233395,Fog,Intersection,High,Car,1
2023-06-22 20:57:00,40.818759491883085,-73.97591494519517,Rain,Intersection,Medium,Car,1
2023-06-22 21:34:00,40.744019008054856,-73.84712472496172,Fog,Intersection,Medium,Car,0
2023-06-22 22:50:00,40.7532919643293,-73.94204434457687,Snow,Highway,Medium,Car,1
2023-06-22 22:55:00,40.84101598563676,-73.81492464193992,Rain,Intersection,High,Car,1
2023-06-23 02:09:00,40.72328057023315,-73.99579987028068,Clear,City Street,Medium,Car,0
2023-06-23 09:53:00,40.83480459887872,-74.03803560906933,Rain,Highway,Low,Car,2
2023-06-23 12:39:00,40.81505591897095,-74.06759240419255,Clear,Highway,High,Car,0
2023-06-23 14:14:00,40.88492673551954,-73.80425882318292,Snow,Highway,Low,Car,1
2023-06-23 16:21:00,40.837182321144034,-73.88203202754313,Rain,Intersection,Low,Truck,1
2023-06-23 16:55:00,40.82462947346719,-73.93098631253231,Fog,City Street,Medium,Car,0
2023-06-23 17:25:00,40.752111193197294,-74.04807462815387,Fog,City Street,Medium,Car,1
2023-06-23 23:10:00,40.84746305476262,-73.94764497818473,Fog,Highway,High,Car,0
2023-06-23 23:49:00,40.82060076808598,-74.00585436590184,Snow,Highway,High,Truck,1
2023-06-24 02:51:00,40.77401160720923,-73.8698352140482,Clear,City Street,High,Motorcycle,0
2023-06-24 04:11:00,40.829533871224164,-73.98329059377969,Fog,City Street,Medium,Car,0
2023-06-24 08:33:00,40.70201473239865,-73.9758941208783,Rain,Highway,Medium,Car,0
2023-06-24 09:00:00,40.80248664651386,-73.92487793241773,Rain,Highway,High,Car,1
2023-06-24 11:36:00,40.80567042451025,-73.90808938135227,Fog,Intersection,Medium,Truck,1
2023-06-24 12:54:00,40.774455931361985,-73.9917345262517,Clear,Rural Road,Medium,Car,0
2023-06-24 14:03:00,40.75123017703475,-73.90072230685796,Clear,Highway,Congested,Car,0
2023-06-24 15:50:00,40.71495665119182,-73.94424054644628,Clear,City Street,Low,Bus,0
2023-06-24 17:51:00,40.76582383073952,-73.87886277815598,Clear,City Street,Low,Bus,0
2023-06-24 18:01:00,40.82828943255094,-74.03064753864358,Clear,Highway,Medium,Car,2
2023-06-24 22:20:00,40.78103124141723,-74.01361903358888,Fog,Intersection,High,Motorcycle,0
2023-06-24 22:56:00,40.760396382617145,-73.88088910224361,Clear,Intersection,High,Car,1
2023-06-25 00:48:00,40.74673814308862,-73.83840228780086,Rain,City Street,Low,Motorcycle,2
2023-06-25 00:57:00,40.88235838807332,-73.82519983722125,Clear,Rural Road,Low,Car,0
2023-06-25 02:22:00,40.762446904083305,-73.87081334090695,Clear,City Street,Medium,Motorcycle,1
2023-06-25 02:45:00,40.896518494402116,-73.99542974799577,Clear,Rural Road,Medium,Car,0
2023-06-25 04:04:00,40.798482157343074,-74.05489083289925,Clear,Highway,Low,Motorcycle,0
2023-06-25 10:36:00,40.833238592053284,-73.80379664995466,Fog,Rural Road,High,Car,0
2023-06-25 11:31:00,40.811364742176494,-73.95701410855456,Rain,Highway,Low,Car,0
2023-06-25 12:08:00,40.772064227538316,-73.86145252418537,Clear,Rural Road,Congested,Motorcycle,0
2023-06-25 13:46:00,40.773197380200564,-73.82354194308074,Snow,Rural Road,Congested,Car,1
2023-06-25 14:01:00,40.825325018975285,-73.92389869182249,Rain,Intersection,Medium,Bus,2
2023-06-25 17:05:00,40.895715678971875,-73.95347044186401,Rain,Rural Road,High,Car,1
2023-06-25 18:41:00,40.898850663817306,-73.83195538850404,Rain,Intersection,Congested,Car,1
2023-06-25 19:55:00,40.89536685303604,-73.83477429102706,Clear,Intersection,Medium,Car,1
2023-06-26 02:09:00,40.77360429388785,-73.85812615512421,Rain,Highway,Medium,Car,0
2023-06-26 04:21:00,40.88137927832676,-73.88016420829068,Clear,Intersection,Congested,Car,2
2023-06-26 05:47:00,40.89239878197336,-73.9113990219905,Rain,Rural Road,Medium,Car,1
2023-06-26 09:57:00,40.818622555664945,-73.9254418947946,Snow,Rural Road,Medium,Car,0
2023-06-26 16:24:00,40.763634538299684,-74.04799169625842,Snow,Rural Road,Low,Motorcycle,0
2023-06-26 17:00:00,40.8405588719636,-73.97230396565531,Clear,City Street,Congested,Car,1
2023-06-27 00:26:00,40.704004706903945,-73.87822045478224,Clear,City Street,Low,Motorcycle,1
2023-06-27 02:59:00,40.75128880349264,-73.89731166969038,Fog,Intersection,High,Truck,2
2023-06-27 03:07:00,40.72952719281606,-74.04693511795216,Rain,Intersection,Medium,Motorcycle,2
2023-06-27 03:36:00,40.737577990054504,-73.96701564707197,Clear,City Street,Low,Car,0
2023-06-27 04:45:00,40.73953957770872,-73.86080266097993,Clear,Highway,High,Car,0
2023-06-27 04:51:00,40.89006869530278,-74.08502882372673,Clear,Intersection,High,Motorcycle,1
2023-06-27 08:44:00,40.88078040125674,-74.09299555176503,Fog,Intersection,Congested,Car,2
2023-06-27 09:22:00,40.8788756197524,-73.85653412079665,Clear,Intersection,Medium,Car,0
2023-06-27 09:33:00,40.77042769671205,-73.95225881321032,Clear,Highway,High,Car,0
2023-06-27 10:35:00,40.89746279644213,-74.0946855271473,Fog,City Street,Congested,Car,0
2023-06-27 12:59:00,40.80707619107641,-74.04665902856696,Rain,City Street,Medium,Motorcycle,0
2023-06-27 13:51:00,40.792067446320544,-73.9823213562697,Fog,City Street,Medium,Motorcycle,1
2023-06-27 15:05:00,40.70884214878714,-73.9429883557587,Snow,City Street,High,Car,0
2023-06-27 17:10:00,40.875335903741664,-73.8671324841384,Snow,Highway,Medium,Car,2
2023-06-27 17:16:00,40.70423447274708,-73.92832698120947,Rain,Highway,Low,Car,0
2023-06-27 19:46:00,40.75008868035072,-73.94359977428498,Fog,Intersection,Medium,Truck,1
2023-06-27 20:30:00,40.82938566821965,-73.84208883353857,Fog,Intersection,Medium,Bus,0
2023-06-27 22:06:00,40.71879275908208,-74.09860775235059,Clear,Intersection,Medium,Motorcycle,0
2023-06-27 22:43:00,40.86780983361587,-73.99126102193102,Clear,Highway,Medium,Car,2
